labels,tweets
not_hatetag,ummeninocurioso o que eles acham eu não sei eu só sei que quero dormir e os gritos não estão deixando
not_hatetag,os caras acham que já estamos na  rodada do br com  ponto do vasco de diferença
not_hatetag,    giovanna voce tomou o que hoje
not_hatetag,eu sofro buying e eu tenho provas
not_hatetag,mano do céu quem inventou a abnt
not_hatetag, gremio garra confirp in são paulo
not_hatetag,o dedo do pomeranz está realmente feio vamos ver quanto ele aguenta mlbnaespn
not_hatetag,marquesz eu sem voce não vivo
not_hatetag,acho que se arrependimento matasse eu estaria morta feat enterrada desde domingo de manhã
not_hatetag,terça feira e eu estou suave pensando nos alcool que eu quero beber nessa sexta
not_hatetag,miikas só saio amanhã cara deve ter baixado mas eu tenho uma saída por trás
not_hatetag,coisas que eu com certeza faria se eu tivesse um pinto
not_hatetag,nathaliahottes sandro cara e assim vamos até hr
not_hatetag,só queria um açaí e a morena
not_hatetag,vou falar a real não gostou bota contra e vai ser na 
not_hatetag,vnfreitas voce não quer nada com nada ein
not_hatetag,quero assistir uma série não sei qual
not_hatetag,por um pai que não tenha medo de matar rato e por um irmão que se acha proibido de matar por ser biólogo
not_hatetag,aba jogando um fut no portão
not_hatetag,alanacanova giovannagm  não não é é uma coisa boa só isso
not_hatetag,vai ter cappuccino hoje sim 
not_hatetag,mpgjargleo vai embrasar com trem
not_hatetag,o que temos para essa noite
not_hatetag,hoje todo mundo decidiu ter umas conversas longas comigo
not_hatetag,saudades ficar jogando perguntados com a tasci e a key
not_hatetag,mas se não for a pessoa que você quer meu filho aí não tem o que fazer
not_hatetag,estou mais para banco ai tu senta
not_hatetag,acreditar na nossa mudança é bom demais mas vê a nossa mudança é maravilhoso qualquer isso
not_hatetag,skaliv mariadorosario intolerância é essa quantidade de bobagem foi na favela e foi morto pelos amigos vítimas da sociedade
not_hatetag,barbtrevisan eu também tenho meu lado meiguinho
not_hatetag,hugosantana phsaes sexta mano pingo na rede é ponto
not_hatetag,boanoitebrasilbomdiaitalia oi povo indo alí da um close
not_hatetag,um pouco feia ou muito
not_hatetag,ludecoli eu tinha baixado mas apaguei
not_hatetag,ilycloures beijo e muito risos
not_hatetag,estou vendo truque de mestre o segundo ato
not_hatetag,queria compartilhar com vocês que eu jantei arroz feijão e peixe
not_hatetag,cara corta logo para sexta sextafeiranamansão
not_hatetag,torta de frango com requeijão facebookcakesdapri cakesdapri
not_hatetag,asiizevlam alô polícia prende essa muie aqui porque ela acabou de roubar meu coração
not_hatetag,como as pessoas conseguem namorar tão rápido
not_hatetag,eu olha não seria uma má ideia se eu comprasse uns brincos novos pros furos da orelha
not_hatetag,um dia desses no baile da
not_hatetag, centro universitário ritter dos reis uniritter in porto alegre risos  marilazareti
not_hatetag,sem querer a nossa história virou compromisso
not_hatetag,parece a mesma pessoa velh
not_hatetag,namorado de vocês também é assim
not_hatetag,princesa por favor volte para mim eu te amo meu amor
not_hatetag,loki eu nunca vou superar
not_hatetag,em pleno  ana vivian ainda me manda correntes devo dar block nessa mulher
not_hatetag,quando eu comecei a ficar feliz por ela fazer as próprias escolhas não imaginei que iria escolher algo tão ruim morningstar lúcifer
not_hatetag,akafrota eu estou achando é engraçado
not_hatetag,fiz uma janta bem gostosa vou degustar agora e fumar um narguile com o fêh daqui a pouco
not_hatetag,julia acabou de fazer  anos não trabalha não terminou a escola está no segundo filho eu tenho vontade de matar
not_hatetag,pxxjhessi ela está até falando que se for para ser assim para deus preparar e levar está repreendido
not_hatetag,os cara hackeou a escola ao vivo apresentando trabalho filho
not_hatetag,vou fazer um bolo de cenoura agora
not_hatetag,ucasfnm vou para sushi no almoço não é amiga d noite é bar d lei
not_hatetag,todo mundo vai para o show e eu vou trabalhar até umas hoje certeza
not_hatetag,carência sempre bate mas nois finge que não sente
not_hatetag,essa parada tem que dar certo
not_hatetag,alguém me indica uma serie
not_hatetag,chega de se enganar falando que vai só descansar os olhos rapidão
not_hatetag,esse bofe tem dom de mudar meu humor muito rápido
not_hatetag,olha a pergunta que faz meu deus
not_hatetag,rafaea me infectou com esta canção socorro jesus
not_hatetag,giovaniulisses não é ja vou ate adotar serve ate para drag
not_hatetag,adoro ficar irritando o gabriel cara
not_hatetag,andrezc se tu puder sair sexta
not_hatetag,assim fica difícil de ganhar dinheiro
not_hatetag,por mim te via e comia açaí contigo todo dia
not_hatetag,jessieesoares mentira que nem te mordi hoje
not_hatetag,faz um gol agora não é bebê palmeiras
not_hatetag,eduardo mas ainda sim espero bons resultados vai dar certo
not_hatetag, horas sem comer que morte
not_hatetag,hoje o dia foi de palestra durante a reunião de pais e responsáveis
not_hatetag, casa da pepita in nilópolis rio de janeiro
not_hatetag,gttrindad cidade de deus guerra entre o zé pequeno e o mané galinha
not_hatetag,já estou no último ep da ª temp
not_hatetag,robseverox que tweet certo no momento certo não é
not_hatetag,eu tenho muito trabalho para apresentar esse semestre não aguento mais
not_hatetag,já baniram minha vayne olha o respeito desde sempre
not_hatetag,se a clara não terminar com o patrick eu vou na projac e faço protesto lá
not_hatetag,estou participando de tudo que é sorteio para alguma coisa eu tenho que ganhar
not_hatetag,que novela e essa brasil
not_hatetag,imagina a clara perder os  boy da vida dela ao mesmo tempo
not_hatetag,elkabong fanfarrão legenda para o velho
not_hatetag,tão bom sair da sala de aula com a sensação de que deu uma aula boazinha coração chega fica quentinho
not_hatetag,cunha está trazendo um big mec para mim
not_hatetag,que comer é muito bom
not_hatetag,diz que vai dormir e fica online
not_hatetag,estou aqui no barzinho com minha vó e tia fernanda 
not_hatetag,seabracrf vai com calma seabrinha
not_hatetag,namoral eu amo meus avós
not_hatetag,ninguém vai lanchar comigo eu vou dormir com fome bjss
not_hatetag,o cara consciente e entubado  está
not_hatetag,esperando a nota de repudio dos policiais em virtude de tanta patetice desses policiais da novela dooutroladoparaiso
not_hatetag,nossa ultimamente eu não estou sabendo escrever mais nada estou virando analfabeta só pode
not_hatetag,ai phelipe sai daqui crinje
not_hatetag,vei na moral se o gael morrer é serio eu vou te um treco
not_hatetag, essa novela me mata
not_hatetag,sem paciência para esse povinho falando do emílio
not_hatetag,só queria dar um beijão na boca dela agora
not_hatetag,ela de roupa é  ela pelada é  ela comigo é  
not_hatetag,acabou de publicar uma foto em canção nova
not_hatetag,gael não pode morrer gente ooutroladodoparaíso
not_hatetag,hoje preenchi minhas sobrancelhas e fico tão bonita
not_hatetag,tarikmohad ciro gomes na verdade é uma canoa furada
not_hatetag,de tarde fui no mc com meu amor
not_hatetag,a criatura deve deus é o mundo vive pedido dinheiro emprestado é não paga é está lá luxadomeu deus do céu
not_hatetag,ihmatheuss comprei  lápis de calculadora e me roubaram cara à não é de tabuada até a prof márcia de química riu
not_hatetag,minha primeira vez cortando as minhas proprias unhas cara um medo de arrancar toda ainda mais sendo canhoto
not_hatetag,srtvia mano pode falar qe é maravilhosa nñ a foto em si mas o fundo dela
not_hatetag,a clara é braba mesmoogeral tomou tiro por causa dela
not_hatetag,vem vital só não tira o pedrinho
not_hatetag,me preparando psicologicamente para fazer outra faculdade
not_hatetag,danylodavid meu sonho ser aluna do sr mas deus me livre porem quem me dera
not_hatetag,amandacaldas eu sou uma pessoa cansada amiga
not_hatetag,sou cidade de papel teu ego não me vê
not_hatetag,vminpoet mas no último comeback também foi assim e o fuso horário da coréia para o brasil é certinho de  horas
not_hatetag,muito conversa fiada para pouca ideia trocada comigo
not_hatetag,thayumpierre lembra de mim toda hora
not_hatetag,cheguei do curso me joguei na cama e não consigo mais levantar
not_hatetag,serase realizo meu sonho de dormi antes das hoje
not_hatetag,olha que ponto eu cheguei estou muito mal sem voce o meu coração parou de bater
not_hatetag,romero sempre amassa e hoje ele está resenha cara próximo jogo é jogo de xingar ele
not_hatetag,de um sábado letivo show fotógrafo oficial tainã em tianguá
not_hatetag,gabbrezennde cara tlc cara cada cara é uma lágrima
not_hatetag,gabealberto nathyandradee mariliamreal deus me livre
not_hatetag,autogestão em transportes é com a gente em piranga minas gerais
not_hatetag,vickoliveira as chefes e eles nem sabem cara
not_hatetag,quando tu não está atacando tu está sendo atacado
not_hatetag,vou terminar aqui e vou tomar uma ducha
not_hatetag,eu saio da aula um pouquinho a galera ja se abre quando eu chego kskssk
not_hatetag,minha mulher é muito brava gente do céu
not_hatetag,lilinha está perdendo as paradas oh doida
not_hatetag,deus que me livre preguiça
not_hatetag,akatozani arte neoclassica e entregou a prova
not_hatetag,era só um gol hein flamengo
not_hatetag,kawanevital cara e o tanto que a gente deu risada
not_hatetag,o azul me encanta o tbt mais apaixonante
not_hatetag,mais bonita que a sua boca só a nossa junta
not_hatetag,lelesiqueiravr fatosex não está dando para ver
not_hatetag,pedrinho tinha que ter feito esse golaço moleque merece demais copadobrasilfoxsports
not_hatetag,o boy no maraca vendo mengão e eu trabalhando que mundo injusto
not_hatetag,dia  estreia a segunda temporada de  reasons why
not_hatetag,não sei porque ainda insisto no snap
not_hatetag,torcida está dando um show
not_hatetag,quase coloquei fogo na casa agora fritando batata scrr rindo de desespero e o pior foi que eu fiquei sem batata porque queimou tudo
not_hatetag,cheguei em casa tinha logo bomba de chocolate
not_hatetag,partida monstra do meu  hoje
not_hatetag,eaipedrx makemewoo o que teve com ela
not_hatetag,cpa eu deveria ter ficado em casa mesmo nem fui para aula vim só para tumultuar nos jogos
not_hatetag,driey não me levaram para não pegar sereno amem
not_hatetag,anamittelstadt milenaleemos tudo mentira cara
not_hatetag,aí a prima da bianca é tão linda
not_hatetag,fui para domingos martins hoje ver meu avô
not_hatetag,sempre tem um dia da semana que eu fico chata insuportável nossa
not_hatetag,força mais que jaja sai uma anitta
not_hatetag,ele me ajudou muito numa época bem difícil gente
not_hatetag,binhabahia é lapada na rachada
not_hatetag,alguém sei lá me da uma atençãozinha
not_hatetag,tirei acho que ninguém viu
not_hatetag,isabealim ia falar merdinha cara
not_hatetag,pintei minha unha de uma cor tão linda
not_hatetag,eu com ps meus gatos
not_hatetag,na boa pode colocar  mil no maraca que não têm o que faça estes caras jogarem pela torcida isso aos  do segundo
not_hatetag,vim dormir com a minha princesa porque já estava cheio de saudades
not_hatetag,graça a deus amanhã não tem aula
not_hatetag,retweet doguinhos para adoção em parnamirim mais infos
not_hatetag,bastoscarloss voce não tem jeito mesmo
not_hatetag,luisavassis se voce diz criança
not_hatetag,chegamos no finalmente tão esperado minha gente risos
not_hatetag,eugabionyszko diz para ela que temos que tomar um café juntas
not_hatetag,meninas vocês tem vergonha de falar sobre menstruação com amigos
not_hatetag,preciso emagrecer e está com corpin file até novembro se não 
not_hatetag,disposição  para malhar hoje
not_hatetag,carla me manda mensagem e não fala nada
not_hatetag,quem ver até pensa
not_hatetag,  eu amo fazer aniversário
not_hatetag,gente o que tem de errado em usar uma parka militar no role
not_hatetag,tem  bebês na barriga da tia perucas e  bebê na barriga da mamãe carinhadeanjo
not_hatetag,andei tanto hoje com o meu avô
not_hatetag,clasgabii  esse match eu já sabia
not_hatetag,viomundo cúpula tucana escapa de vazamento e ainda pode convencer delator
not_hatetag,bersogli mano é pior ainda
not_hatetag,annacarolinamv pois eu pisei num gongolo
not_hatetag,não ia sair aí decidi ir para hermanos me troquei e agora estou com sono quase dormindo acho que conheço o fim dessa história
not_hatetag,bieldelfiori amor sdd não é  era muito bom
not_hatetag,coltasw sempre o mesmo  os erros dos outros lados eles também se calam
not_hatetag,queria muito ir na fazendinha viu risos
not_hatetag,roubei o fone da samsung da minha irmã
not_hatetag,fiz minha comida todinha amem  antes da novela ainda
not_hatetag,procuro amigos que façam questão
not_hatetag,olivira amanhã é nós chefão
not_hatetag,leticiagomesand  anjo se fosse fácil assim eu não estaria desse jeito
not_hatetag,malb eu queria sentar desse jeito vendo um filmezinho e podendo ficar alisando essa barbinha quero
not_hatetag,estou com tanta saudade que sinto seu cheiro pelo telefone
not_hatetag,heinemannzin toninjulia nem queira imaginar
not_hatetag,negão césar veio me buscar sim
not_hatetag,estou morrendo de sono mais eu não vou dormir não vou ver a novela primeiro e depois eu durmo
not_hatetag,ceminha hugogloss ainda não se não for ele eu apago
