text,sentiment_class
Having a great time.. All the bartenders are great,positive
"Amazing pastas, as always",positive
Fogo-tastic!!!,neutral
Great seafood!  Will definitely return,positive
Got goods?,neutral
Great view of the square for outdoor seating,positive
"Irrigation systems are a combination of electrical, hydraulic and mechanical components that are subject to wear. 
Monthly system inspections can help reduce water expenses by repairing leaking and worn parts before the conditions become worse. We offer monthly service agreements to identify irrigation issues and correct them early, before the issue becomes a larger more expensive repair. We are here to help you so call or email us today!",negative
Chicken or beef satay is my favourite. Classic special combo is not bad too! Best banh mi in Edmonton!,positive
The business has moved.  It's now on the corner of Howard and Chestnut.,neutral
Great place for cheap jewelry finds!,positive
Afternoon Coffee,neutral
"Crowded, but if you're a veteran u can see White House Down for free!!!!! They will give u two other tickets as well",positive
Such a great store with amazing staff. Anytime I need help it's no problem at all.,positive
this place has great cuban flavor,positive
Love their mocha iced coffee. Most visits have a nice staff and efficient service!,positive
"Man we love the food, the service, the atmosphere, the music but please -spend the $7.95 & upgrade to the paid Pandora!",positive
Enjoyed everything we tried. And had a nice cold Stella to wash it all down.,positive
Great with take out orders.,positive
Love the food and vibe here,positive
"Definitely consider going for the Dim sum, if its your first time make sure you go early morning/afternoons on the weekend for the carts its a super fun experience, definitely recommend going with a bigger group of friends!",positive
Be ready for people to sit right next to you.,positive
Absolutely amazing!,positive
The wings are incredible. There is actual chicken meat on these wings and not a bunch of fat. The hot sauce they use tastes so darn good!  These very well might be the best wings in Reno.,positive
"Love their Gyros, Italian, & Cheesesteak subs!!!!",positive
Worst Italian Food I've ever had. You're better off anywhere else.,negative
If you stop in try the Orange You Smooth! The ginger gives it an awesome kick.,positive
Prix Fixe!!,neutral
Need fresh ginger for my kombucha,positive
"Family style, cozy and friendly.",positive
"Nice dining room plenty of seating & almond milk for those dairy free options ;) 
Apple Pay friendly too!",positive
Awesome place,positive
great option if you are in santa barbara! healthy and delicious. one block away from state street.,positive
"I was waiting for what turned out to be a 2 hour Apple Store appointment to repair my cell phone. 
I decided on a slice of pizza. I chose a pepperoni. 
Total was $4.50. Oh, with water. So, I'm not cheap but if I ordered a soda or a beer, with tip it would be $10 for one slice lunch? 
The crust was dry, hard to chew, minimal if any sauce and hardly any cheese. 
Sorry, I'm not cheap but this wasn't good.",negative
"Good bar food, super cheap drinks.",positive
The all you can eat sushi is definitely worth it!,positive
"Amazing sushi, amazing scene. So far only been to Westport Plaza location.",positive
Vietnamese. Yes please.,neutral
Just avoid it.  They bungled my order after I waited in the drive-through line for 10 minutes.,neutral
Fish tacos and Stella!,neutral
the gumbo is a MUST! I normally am very picky with gumbo but geez!  the gumbo here had the right amount of everything ! Not tooooo tomato-y like most places. Didn't have to add any salt or anything! I'll let you know about our entrees in my review!,positive
"Party lights, fro yo, and self serve toppings- a kids dream come true.",positive
This is my first middle eastern food and I liked it.,positive
The street just on the west side of the hotel (3rd St. N) is somewhat funky for walking down at night.  Streets to the east may be a better choice for a walk.,positive
"kid friendly, cold beer, hot food, Tampa's bEST live music venue!",positive
Gd food if u know what to order!,neutral
Staff is nice but service was not good. Pedi was okay water was cold,positive
Excellent food and Service.,positive
Great lunch place. The lunch specials are so inexpensive and the service is a lot better now than it use to be!,positive
Sandwiches are to die for!,neutral
"no more dance club here, which kinda sucks.",negative
They are closed and have been for over a year now.,negative
The pillow area in the front is great for getting work done or just relaxing,positive
"Three words ""fried risotto balls.""",neutral
"Now just a watering hole, soon to close down.",negative
"Go see Billy for the best ""fade"" in town!",positive
Love the cell phone lot when picking up people and easiest airport to get in and out of.,positive
Poor service blew us off while the helped people that came in 15 min after us! First and last time here.,negative
Coke Zero on tap!,neutral
Make reservations.,neutral
"Great lounge.  Lots of room, snacks and beverages.",positive
Love this place,positive
Long line but worth the wait. :),positive
yummy pizza and the bread sticks are off the hook. good beers too? i cant remember,positive
"The new office opened on Monday, April 29, 2019. There is a greeted at the door who checks you. You can have a complimentary drink while you wait.",positive
Food is good and great atmosphere but service a little slow,positive
There is a new IMAX movie called 'Rescue'.,positive
Great take out! Don't dine in!!,positive
I don't like how the workers there scream out loud to each other in Hindi. It is offensive to me even though I am a Hindi speaker.,negative
Peanut butter cup and salted Carmel... You won't be disappointed!,negative
E,neutral
Good food great drinks and conveniently located on Royal street near canal and out of the hustle and Bustle of the main areas of the French quarter,positive
Rock of Ages ... wheeeee!,neutral
"Breaux Bridge Benedict has a great taste, but $16 kinda high.",positive
"I dig the new changes & I'll come back to try the food, but the bathrooms need serious upgrading & cleaning!",negative
"Tiki-oke, y'all!",neutral
When was the last time you had some bodywork?  Are you carrying around unnecessary tension?  Why?,negative
"Awesome experience, I'd highly recommend him",positive
My visit was pleasant... even enjoyable.,positive
Quick & fast.(drive thru). I always get the gyro platter.,positive
Delicious every time!,positive
Awesome local beers and burgers! The bartenders and cooks are pretty great too! I love that you can talk to everyone and see everything that it going on!,positive
The staff was very friendly and the food was good!,positive
"Cool bar with nice patio! Friendly staff, good music and drinks!",positive
This place isn't exclusively vegan or even vegetarian. They have seafood and turkey that are real.,positive
Free wifi,positive
Its late.,negative
"There is an entrance at the back of the restaurant for handicapped folks. However, call in advance to get that door unlocked for entrance.",neutral
This is a great spot to go for comfort food! Mmm...El Pastor.,positive
Pho so cold,negative
Awesome pizza. Awesome staff. Very fast. Would def visit again!,positive
Such great service here!,positive
I love that they use local foods : ),positive
They're currently closed for renovations. No reopen date listed.,negative
Lisa and her family run an awesome shop! Great sandwiches and amazing Italian specialty pastries. Real Italian homemade.,positive
"Staff is really nice, but it is expensive for what you get.",positive
Go eat off property... Great resaurants in the area,positive
Slow service. Crowded cash register.,negative
10/14/16 they're out of medium hot drink cups,positive
"Good atmosphere, great cocktails, great service",positive
